8/27/2006,6:07,Lexington,United States,Comair,"Lexington, KY - Atlanta, GA",Canadair CRJ-200ER,Canadair,50,49,"the jet commuter was the third of three airplanes to take off that morning. the previous two planes took off from runway 22 without any problems. the flightcrew was cleard to taxi to runway 22 and subsequently cleared for takeoff. however, flight 5191 used runway 26, which is about half the length of runway 22. the plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. the takeoff sequence took about 36 seconds.  the aircraft was still on the ground as the plane ran off the runway.the plane came to rest about 1,800 feet past the runway. it was dark with light rain at the time of the accident. the copilot was at the controls but it was the captain who taxied the plane into position for take off. the copilot was the lone survivor. the flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the federal aviation administration's failure to require that all runway crossings be authorized only by specifiair trafficontrol clearances.",Passenger
9/1/2006,13:45,Mahad,Iran,Iran Air Tours,Bandar Abbas - Mashad,Tupolev Tu-154M,Tupolev,148,29,the plane crashed while attempting to land. the plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.,Passenger
9/2/2006,16:30,Kandahar,Afghanistan,Military - Royal Air Force,unknown,British Aerospace Nimrod MR-2,British Aerospace Nimrod,14,14,the nato supporting aircraft crashed 12 miles west of kandahar after the crew reported technical problems. the accident was most likely caused by an ignited fuel leak.,Military
9/11/2006,17:30,Vladikavkaz,Russia,Military - Russian Army,Gizel - Khankala,Mi-8 helicopter,helicopter,15,12,"eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. a north ossetian militant group called kataib al-khoul claimed responsibility for shooting down the helicopter.",Military
9/17/2006,10:15,Vandeikya,Nigeria,Military - Nigerian Air Force,Abuja - Obudu,Dornier 228,Dornier,18,13,"the military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. ten top ranking military officials were killed in the crash. the weather was poor at the time of the accident.",Military
9/29/2006,15:59,Sao Felix do Araguaia,Brazil,Gol Airlines / Private,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,Boeing,161,154,"the flight disappeared from radar at 16:50 after leaving manaus at 15:35, scheduled to arrive at brasilia at 18:12. while en route the jetliner collided with an embraer emb-135bj legaacy 600 business jet. the embraer was able to land safely at serra de cachimbo with a damaged wing and tail. five passengers and two crew members were not injured. the flight recorder transcript from the executive jet showed that the pilots were told by brazilian air trafficontrol to fly at the same altitude as the boeing 737 before the planes collided. a brazilian air force investigation concluded that a switched-off transponder on the emb-135 contributed the plane crash. the report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off.",Passenger
10/10/2006,7:35,Stord,Norway,AtlantiAirways,Stavanger - Stord,BAe 146-200,BAe,16,4,"while attempting to land, the charter plane skidded off the end of the runway, slid down an embankment and caught fire. one survivor was seriously hurt, eleven others were not seriously injured.",Passenger
10/19/2006,7:30,Tashkent,Russia,Military - Russian Air Force/Uzbekistan Airways,Training/Aranchi,Antonov An-2,Antonov,15,15,"the plane belonging to uzbekistan airways and carrying uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. on it's final approach, fog reduced visibility and the aircraft descended below the mda. it crashed a few miles from the airport.",Military
10/29/2006,11:30,Abuja,Nigeria,ADC Airlines,Lagos - Abuja - Sokoto,Boeing 737-2B7,Boeing,105,96,the jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from abuja. the pilot did not heed air trafficontrollers' advice to not depart in stormy weather.,Passenger
11/27/2006,7:20,Tehran,Iran,Military - Iranian Revolutionary Guard Corps Air Force,Tehran - Shiraz,Antonov 74T-200,Antonov,38,38,"the aircraft crashed after losing the right engine during a critical point in the takeoff. the plane stalled, veered to the right and crashed in flames. three survivors later died in the hospital.",Military
12/10/2006,2:00,Cajon Pass,United States,Air ambulance - Mercy Air Services,Loma Linda - Victorville,Bell 412,Bell,3,3,"the air ambulance crashed on a repositioning flight from loma linda medical center to its home base in victorville. the pilot and two crew members were killed. no patients were aboard. the pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. contributing to the accident were the dark night conditions, fog, and mountainous terrain.",Cargo/Service
12/14/2006,18:32,Port Heiden,United States,PenAir,Port Heiden - King Salmon,Piper PA-32-301 Cherokee,Piper  Cherokee,2,2,"the charter crashed in hilly terrain about 18 northeast of port heiden. the weather at the time of the crash was mostly cloudy with winds gusting to 29 mph and 6 miles visibility. the pilot's failure to maintain control of the airplane during cruise flight, which resulted in an uncontrolled descent, and an in-flight collision with snow-covered terrain. contributing to the accident were the pilot's spatial disorientation, and dark night conditions.",Passenger
12/16/2006,3:54,Mbeya,Tanzania,Air Charter - Tanzanian Air Services,Mbeya - Dar es Salaam,Cessna 310R,Cessna,6,3,"the pilot chose to initiate his take off from about 200 metres beyond the threshold of runway 31 because he was not certain of the condition of the runway behind that position. he chose to apply full power on brakes and leaned the mixtures before initiating the take off roll. as the aircraft rolled for take off the pilot reported to have felt acceleration/deceleration effects caused by undulations and wetness of the runway. the target rotation speed was 105kt. however, the pilot had to rotate at around 96kt when it became imminent that the remaining runway length was not enough to stop the aircraft. shortly after take off the pilot felt a complete lack of acceleration and had to lower the nose in order to increase airspeed. as he did so, the aircraft collided with a roof of a house located about 500 metres beyond the threshold of runway 13. the aircraft subsequently collided with 3 more houses and an electripole with live cables and broke up.",Cargo/Service
1/1/2007,14:07,Off Parepare,Indonesia,Adam Air,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,Boeing,102,102,"while flying at fl350 the airliner went missing between surabaya and manado in poor weather conditions after the pilot reported strong winds. wreckage was found 5 miles south of parepare. the accident was caused by the autopilot being accidentally disconnected. the two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. without the autopilot, the plane went out of control, listing to the right and pitching down.",Passenger
1/5/2007,12:02,Matabwe,Tanzania,DJB Air Charter,Dar es Salaam - Matabwe,Piper PA-31-310,Piper,10,1,"the pilot attempted to land using full flaps and touched down about halfway down the runway. he aborted the landing and applied power to take off. the aircraft struck trees beyond the end of the runway. the airport  is served by a 2,300 foot runway with a significant downslope on one end. the runway had been exposed to recent heavy rain.",Passenger
1/9/2007,12:00,Balad Air Base,Iraq,Moldovan Aeriantur-M Air Cargo,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,Antonov,35,34,"the cargo plane crashed in fog while attempting to land for a second time at balad air base. after the first attempt to land was aborted, the plane crashed 2.5km short of the runway.the plane was carrying turkish construction workers.",Cargo/Service
1/10/2007,23:15,Zapotlanejo,Mexico,Ameristar Jet Charter,"Laredo, TX - Guadalajara, Mexico",Learjet 24F,Learjet,2,2,"the cargo plane crashed and burst into flames in a rural hilly area about 15 miles from miguel hidalgo airport, guadalajara, mexico.",Cargo/Service
1/12/2007,11:00,Van Nuys,United States,SunQuest Executive Air Charter,Van Nuys - Long Beach,Cessna Citation 525,Cessna Citation,2,2,"the business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to long beach. the plane had an emergency on board and was trying to return to the airport. both the pilot and copilot were killed. the pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot.",Passenger
1/20/2007,0:00,Baghdad,Iraq,Military - US Army,unknown,Sikorsky UH-60L Black Hawk,Sikorsky  Black Hawk,12,12,the helicopter crashed northeast of baghdad.,Military
1/25/2007,11:15,Pau,France,Regional Compagnie Aerienne Europeenne,Pau - Paris,Fokker 100,Fokker,54,0,"the crew abandoned their takeoff after the loss of an engine due to bird ingestion. the jet overshot the runway and collided with a truck, killing the driver. the landing gear sheared off and the plane came to rest in a field.",Passenger
2/6/2007,19:20,East Bay Cay,Turks & Caicos Islands,Air Turks & Caicos,North Caicos - Grand Turk,Beechcraft Super King Air B200,Beechcraft Super King Air,6,1,"while on final approach, the charter aircraft crashed short of the runway, killing the pilot who was the nephew of turks & caicos premier.",Passenger
2/7/2007,4:01,Belgrade,United States,Metro Aviation,Great Falls - Bozeman,Beechcraft Super King Air B200,Beechcraft Super King Air,3,3,crashed under unknown circumstances 15 miles north of bozeman while attempting to land. the aircraft was on a positioning flight. the pilot's failure to maintain an adequate altitude and descent rate during a night visual approach. dark night conditions and mountainous terrain are factors in the accident.,Passenger
3/7/2007,7:14,Yogyakarta,Indonesia,Garuda Indonesia Airlines,Jakarta - Yogyakarta,Boeing B-737-497,Boeing,140,22,"while attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. the cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. an investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land.",Passenger
3/8/2007,15:00,Princeville,United States,Heli-USA Airways,Sightseeing,Aerospatiale AS350BA Rotocraft,Aerospatiale  Rotocraft,7,4,"the helicopter crashed on kauai shortly after the pilot radioed that he was having problems with the hydraulics. the helicopter hit the ground about 200 yards from it's normal landing pad. the failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with federal regulations.",Passenger
3/11/2007,23:20,Hanea,United States,Inter-Island,unknown,MDonnell Douglas 369FF Rotocraft,MDonnell Douglas  Rotocraft,5,1,"the helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. the helicopter then hit trees and a fence as it spiraled down into an open field.the fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. a contributing factor to the accident were the trees that the helicopter struck during the autorotation.",Passenger
3/14/2007,0:00,Fazenda Nossa Senhora de Lourdes,Brazil,,Petrolina - Salvador,Rockwell 500S Shrike Commander,Rockwell  Shrike Commander,4,4,"fifteen minutes before arriving at its destination  the crew informed atc about a technical problem and that they were losing altitude. few minutes  later, the twin engine plane crashed into an open field.",Passenger
3/17/2007,11:40,Samara,Russia,UTAir Airlines,Surgut - Samara,Tupelov 134AK,Tupelov,57,6,"while attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. the left wing hit the ground and separated from the fuselage. the plane then rolled over inverted and the fuselage broke apart. the controllers' failure to warn the crew of worsening weather and the crew's erroneous decision to land despite poor visibility.",Passenger
3/23/2007,17:00,Mogadishu,Somalia,Transaviaexport Airlines,Mogadishu - Djibouti,Ilushin Il-76TD,Ilushin,11,11,"the cargo plane, carrying african peacekeepers, was struck by an anti-aircraft missile shortly after taking off from mogadishu airport. the aircraft lost a wing into the indian ocean and shortly thereafter crashed in the eastern outskirts of mogadishu.",Cargo/Service
4/25/2007,14:05,Kopinang,Guyana,Air Services,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,Pilatus Britten Norman  Islander,5,3,the plane landed at kato and could not take off because of bad weather. twenty minutes after eventually taking off the plane crashed into mountains while en route. a mother and her five-year-old son walked for about 16 hours through guyana's jungle to safety after surviving the crash.,Cargo/Service
4/27/2007,11:34,Shatoi,Chechnya,Military - Russian,unknown,Mi 8,Mi,18,18,the helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. conflicting reports say the helicopter may have been shot down by chechnyan rebels.,Military
5/5/2007,0:00,Dizangue,Cameroon,Kenya Airways,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,Boeing,114,114,"the plane crashed in a dense, swampy forested area, 5 km from douala airport, moments after taking off in stormy weather. the plane was just six months old.",Passenger
5/6/2007,9:10,El-Thamad,Egypt,Military - French Air Force,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,de Havilland Canada  Twin Otter,9,9,"collided with a truck while attempting to make an emergency landing on a road. french soldiers aboard were with  the sinai's peacekeeping force, the multinational force & observers.",Military
5/17/2007,11:00,Walikale Airstrip,Democratic Republic of the Congo,Safe Air Complany,Walikale - Goma,Let 410UVP,Let,3,3,an engine on the cargo plane caught fire shortly after taking off. an emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.,Cargo/Service
5/24/2007,17:45,Pampa Hermosa,Peru,Military - Peruvian Air Force,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada  Twin Otter,20,13,crashed into dense jungle shortly after taking off from pampa hermosa. the plane hit a hill and split in two.,Military
6/3/2007,20:30,Freetown,Sierra Leone,Paramount Airlilnes,Shuttle,Mi-8,,22,21,the helicopter crashed and burned on the airport runway while attempting to land. it was shuttling passengers between sierra leone's coastal capital of freetown and lungi airport.,Passenger
6/4/2007,16:04,Milwaukee,Wisconson,University of Michigan Health System,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,Cessna  Citation II,6,6,"the pilot issued a distress signal within five minutes of taking off from general mitchell international airport in milwaukee, requesting an emergency return to the airport. the plane then crashed into lake michigan two miles off shore. the plane was carrying an organ transplant team. the pilot reported to atc he had runaway trim prior to the accident.",Passenger
6/13/2007,0:00,Selenge province,Mongolia,Mongolian Defense Ministry,unknown,Mi-8,,22,15,"while en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet.",Passenger
6/16/2007,0:00,Vungano Hills,Malawi,Nyika Safaris,Lilongwe to Rumchi,Cessna 206,Cessna,6,6,the sightseeing plane crashed in fog and poor weather while en route. wreckage was found in a ravine by villagers. five british tourists along with the pilot killed.,Passenger
6/21/2007,0:00,Kamina,Democratic Republic of the Congo,Karibu Airways,Kamina - Lubumbashi,Let 410UVP,Let,25,1,the plane crashed shortly after taking off into a swamp coming to rest upside down. a parliment member of the democratirepubliof congo was killed.,Passenger
6/25/2007,10:40,Sihanoukville,Cambodia,PMT Air,Siem Reap - Sihanoukville,Antonov AN-24V,Antonov,22,22,"the aircraft crashed into phnom damrey mountain at an elevation of 1,640 feet, about 5 minutes from its destination of sihanoukville.",Passenger
6/28/2007,13:40,M'Banza Congo,Angola,TAAG Angola Airlines,Luanda - M'Banza,Boeing 737-2M2,Boeing,78,5,"the aircraft blew two tires on landing, causing one wing to dip and touch the runway. the plane then veered out of control, overran the runway and crashed into cars and a building.",Passenger
7/5/2007,9:30,Culiacan,Mexico,Jett Paqueteria SA,unknown,North American CT-39A Sabreline,North American  Sabreline,3,3,"the small cargo jet blew a tire and failed to take off, barreling onto the culiac�n-navolato highway and crashing into cars, coming to a stop after hitting a building.",Passenger
7/5/2007,14:45,Connemara,Ireland,Charter - Private,Inishmaan - Connemara,Cessna 208B Grand Caravan,Cessna  Grand Caravan,9,2,the aircraft missed the runway on its approach after a sightseeing trip.,Passenger
7/8/2007,13:00,Muncho Lake,Canada,Liard Air,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,de Havilland  Twim Otter,5,1,the twin engine plane crashed shortly after taking off from a gravel airstrip at muncho lake. one passenger was killed.,Passenger
7/17/2007,18:52,Sao Paulo,Brazil,TAM (Brazil),Porto Alegre - Sao Paulo,Airbus A-320-233,Airbus,187,187,"the jet airliner crashed while attempting to land in heavy rain at congonhas airport. the plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames. one hundred seventy passengers and a crew of six were aboard.",Passenger
7/23/2007,13:00,Shinile,Ethiopia,Djibouti Airlines,Dire Dawa - Djibouti,Antonov AN-26V,Antonov,9,1,the cargo plane crashed shortly after taking off after an engine failed. the pilot was trying to return for an emergency landing.,Cargo/Service
7/24/2007,14:05,Rudyerd Bay,United States,Taquan Air Service,Sightseeing,de Havilland DHC-2 MK.1 Beaver,de Havilland   Beaver,5,5,"the single engine aircraft crashed onto a heavily forested mountain, 30 miles east of ketchican while on a sightseeing trip over misty fiords. the pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. contributing to the accident was the pilot's inadequate weather evaluation and the faa's inadequate surveillance of the commercial air tour operator.",Cargo/Service
7/29/2007,4:22,Moscow,Russia,Atran,Sightseeing,Antonov AN-12BP,Antonov,9,9,"the cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from domodedovo airport. the aircraft slammed into a field shattering debris over a wide area.",Cargo/Service
8/5/2007,22:30,Ruidoso,United States,Southwest Medivac,Ruidoso - Albuquerque,Beechcraft King Air E-90,Beechcraft King Air,5,5,"the medivaflight crashed in devil's canyon in the lincoln national forest, four minutes after taking off from ruidoso. the pilot, a male nurse, a female paramediand a 15-month-old girl and her mother were killed.the pilot's failure to maintain clearance from terrain due to spatial disorientation.",Passenger
8/9/2007,12:00,Off Moorea,French Polynesia,Air Moorea,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada  Twin Otter,20,20,soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway.,Passenger
8/16/2007,23:16,Ketchikan,United States,SeaWind Aviation,Sightseeing,de Havilland Canada DHC-2 Beaver,de Havilland Canada  Beaver,10,6,"the float plane crashed on land into a tree, 200 feet from shore, while attempting to land. high winds were in the area at the time of the accident. the  pilot's poor decision-making and inadequate planning. to avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. as the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",Passenger
8/22/2007,0:00,Kirkuk,Iraq,Military - U.S. Army,Transporting troops,UH-60 Blackhawk helilcopter,Blackhawk helilcopter,14,14,crashed most likely due to a mechanical problem while traveling with a second helicopter.,Military
8/22/2007,0:36,Curitiba,Brazil,Two Taxi Aero,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,Embraer  Bandeirant,2,2,crashed shortly after taking off from curitiba,Passenger
8/26/2007,16:00,Kongolo,Democratic Republic of the Congo,Great Lakes Business Complany,Kongolo - Goma,Antonov AN-32,Antonov,15,14,"the cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. the plane was overloaded by 3 tons.",Cargo/Service
9/7/2007,12:00,Goma,Democratic Republic of the Congo,Galaxy Kavatsi Airlines,Kisangi - Goma - Bukavu,Antonov AN-12BP,Antonov,8,8,"the cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire.",Cargo/Service
1/12/2008,12:00,Blace,Macedonia,Military - Macedonian Air Force,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,Helicopter,11,11,the helicopter crashed 15 miles southeast of skopje in heavy fog while attempting to land. the aircraft was returning from european union-led peacekeeping operations in bosnia.,Military
9/16/2007,15:35,Phuket,Thailand,One-Two-Go Airlines,Bangkok - Phuket,McDonnell Douglas MD-82,McDonnell Douglas,130,90,"while landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. the pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. also, the plane was traveling faster and descending more sharply than normal.",Passenger
9/24/2007,0:00,Malemba Nkulu,Democratic Republic of the Congo,Karibu Airways,Lubumbashi - Malemba Nkulu,Let 410,Let,6,1,crashed while attempting to land and came to rest in a cemetery.,Passenger
10/4/2007,10:40,Kinshasa,Democratic Republic of the Congo,Africa One Congo,Kinshasa - Tshikapa,Antonov AN-26,Antonov,22,21,"while attempting to take off, the cargo plane crashed into a congolese neighborhood and caught fire about three miles from the airport. the plane's mechaniwas the only survivor aboard the plane.",Cargo/Service
10/4/2007,22:20,Alamosa,United States,SceniAir Tours,unknown,Beechcraft King Air C90A,Beechcraft King Air,3,3,"during its descent at night and in poor weather conditions, the aircraft hit the charleys peak located 25 miles southeast from alamosa. the aircraft was carrying one pilot, a flight paramediand a flight nurse to pick up a patient in alamosa. the pilot's failure to maintain clearance from mountainous terrain. contributing to the accident was the pilot's inadequate preflight planning, improper in-flight planning and decision making, the dark night, and the controller's failure to issue a safety alert to the pilot.",Passenger
10/7/2007,20:00,White Pass,United States,Kapowsin Air Sports,"Star, ID - Shelton, WA",Cessna 208 Caravan,Cessna  Caravan,10,10,"the parachutists had gone to boise for a skydiving meet and were returning to shelton when the plane crashed in rugged mountain territory. radar shows the plane was at about 13,000 feet when it reached the tieton river valley. the plane then turned around 360 degrees, then lost about 7,000 feet-per-minute before it disappeared. reports indicate the pilot faced low clouds and low-level turbulence before the accident.",Passenger
10/8/2007,15:30,Cubarral,Colombia,Nacional de Aviacion,Villavicencio - Uribe,Let 410 UVP-E10A,Let,18,18,disappeared while en route.,Passenger
11/4/2007,14:10,Sao Paulo,Brazil,Reali Taxi Aereo,Sao Paulo - Rio de Janeiro,Learjet 35A,Learjet,2,2,"the executive jet took off, banked to the right and crashed to the ground striking two houses. the copilot failed to complete the checklist and filled only the right wing fuel tank. by the time they took off it was too late to fix the imbalance with the balancing pump to distriblue fuel evenly in both wings. the plane banked to the right until it stalled and crashed.",Passenger
11/8/2007,8:00,Khartoum,Sudan,Juba Air Cargo,Khartoum - Juba,Antonov 12,Antonov,4,0,"while taking off, an engine on the cargo plane failed after the plane hit a hawk. the aircraft tried to return to the airport but crashed. the plane was transporting goods and foodstuffs for traders and international organizations in juba. two sudanese soldiers were killed on the ground.",Cargo/Service
11/30/2007,1:36,Isparta,Turkey,Atlasjet Airlines,Istanbul - Isparta,McDonnell Douglas MD-83,McDonnell Douglas,57,57,"while making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from isparta airport. the crew did not follow rules during landing, which led to a collision/accident.",Passenger
12/3/2007,17:18,Off Whittier,United States,"Evergreen Alaska Helicopters, Inc.",Cordova - Ancorage,Eurocopter Deutschland BK117C1,Eurocopter Deutschland,4,4,"crashed into the sea while en route. the pilot's decision to continue vfr flight into night instrument meteorological conditions. contributing to the accident were the operator's failure to adhere to an faa-approved and mandated safety risk management program, the faa's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in alaska, and the operator's lack of an ems dispatch and flight following system.",Passenger
12/5/2007,6:48,Columbus,United States,Castle Aviation,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,Cessna  Caravan I Super Cargomaster,2,2,"the cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. the plane was carrying checks and other goods for a banking customer. the pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. contributing to the accident were low cloud ceiling and night conditions.",Cargo/Service
12/9/2007,17:00,Kiev,Ukraine,Fun Air,HradeKrálové - Kiev,Beechcraft King Air C90B,Beechcraft King Air,5,5,"the chartered twin engine plane crashed in an open field and slid into a vacant shed, short of the runway, in dense fog. all three passengers and crew of 2 were killed. all 5 were czech nationals.",Passenger
1/4/2008,9:48,Los Roques,Venezuela,Transaven,Los Rogues - Carac,Let 410 UVP-E3,Let,18,18,the commuter airliner crashed into the sea while en route after the pilot reported engine problems.,Passenger
1/5/2008,13:43,Kodiak,United States,Servant Air,Kodiak - Homer,Piper PA-31-350 Navajo,Piper  Navajo,10,6,"the charter aircraft crashed into kodiak harbor, 50 yards beyond the end of the runway, after taking off from kodiak airport.  one of the survivors said a baggage area door opened at the nose of the plane on the pilot’s side that prompted the pilot to try to return to the airport. failure of company maintenance personnel to ensure that the airplane's nose baggage door latching mechanism was properly configured and maintained, resulting in an inadvertent opening of the nose baggage door in flight. contributing to the accident were the lack of information and guidance available to the operator and pilot regarding procedures to follow should a baggage door open in flight and an inadvertent aerodynamistall.",Passenger
1/14/2008,5:08,Off Lihu,United States,Apline Aviation,Lihu - Kauai,Beechcraft 1900C-1,Beechcraft,1,1,"the cargo plane was carrying mail when it crashed into the sea, 7 miles south of lihu. the pilot's spatial disorientation and loss of situational awareness. contributing to the accident were the dark night and the task requirements of simultaneously monitoring the cockpit instruments and the other airplane.",Cargo/Service
1/17/2008,12:43,London,England,British Airways,"Bejing, China - London, England",Boeing 777-236ER,Boeing,152,0,"the aircraft was on approach for landing on runway 27l at heathrow airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence.",Passenger
1/19/2008,8:00,Huambo,Angola,Gira Globo Charter,"Luanda, Angola - Huambo, Angola",Beechcraft King Air B200,Beechcraft King Air,13,13,the twin engine plane crashed into mountains in rain and fog. the crew was flying below minima in a mountainous area.,Passenger
1/23/2008,19:00,Miroslawiec,Poland,Military - Polish Air Force,Warsaw - Miroslawiec,CASA C-295M,CASA,20,20,"while attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.",Military
1/26/2008,9:35,Malinau,Indonesia,Dirgantara Air Service,Tarakan - Long Apung,CASA NC-212-200,CASA,3,3,the cargo plane crashed while en route.,Cargo/Service
2/21/2008,17:00,Merida,Venezuela,Santa Barbara Airlines,Merida - Caracas,ATR-42-300,,46,46,"struck a mountain at 13,500 feet and disintegrated shortly after departing merida.",Passenger
2/26/2008,16:16,Off Macae,Brazil,BHS - Brazilian Helicopter Service Air Taxi,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,Eurocopter   Super Puma,20,5,"less than half minute after the taking-off from the oil rig p-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. the helicopter crashed in the sea.",Cargo/Service
3/3/2008,16:00,Bethani,Nepal,United Nations Mission,unknown,Mi-17,,10,10,"the helicopter, carrying united nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames.",Passenger
3/15/2008,8:15,Nbagu,Nigeria,Trade Wings Aviation Ltd.,Lagos - Bebi Air Strip,Beechcraft 1900D,Beechcraft,3,3,the plane crashed while en route. wreckage was found the next day near nbagu village.,Passenger
4/3/2008,11:00,Lawa,Suriname,Blue Wing Airlines,Paramaribo - Lawa,Antonov An-28,Antonov,19,19,while attempting to land the crew aborted the the approach and executed a go-around. soon after the plane flew into a hillside.,Passenger
4/9/2008,23:27,Bundeena,Australia,Avtex Air Services,Sydney - Brisbane,Swearingen SA227AC Metroliner III,Swearingen  Metroliner III,1,1,the pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,Cargo/Service
4/11/2008,22:15,Chrisinau,Moldova,Kata Transportation,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,Antonov,8,8,"just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. all eight crew members aboard were killed",Passenger
4/15/2008,14:30,Goma,Democratic Republic of the Congo,Hewa Bora Airways,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,McDonnell Douglas,85,0,"while attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market.",Passenger
4/16/2008,14:23,Off Annobon Island,Equatorial Guinea,Military - Government of Equatorial Guinea,Bata - Annobon Island,Antonov An-32B,Antonov,13,13,crashed into the ocean after skidding off the runway in high winds and heavy rain.,Military
4/28/2008,9:38,Off Crimea,Black Sea,Naftogaz,unknown,Mil Mi-8T,Mil,20,20,the helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. the pilot was a trainee flying with an instructor. one survivor succumbed to his injuries soon after the crash.,Passenger
5/2/2008,10:10,Rumbek,Sudan,Southern Sudan Air Connection,Wau - Rumbek - Juba,Beechcraft 1900C,Beechcraft,24,24,"the pilot radioed a control tower in the city of rumbek just before the crash, requesting permission to land because one of the engines had technical problems. a few minutes later, the tower lost contact with the plane. the minister of defense, and an adviser to the southern sudan president, were among the dead.",Passenger
